stt,file_path,duration
386,F:\Thomas\V203.H - play - Duyệt.mp4,6:35
392,F:\Thomas\v211 sua lai.mp4,7:09
388,F:\Thomas\V205.H - play - Duyệt.mp4,8:08
390,F:\Thomas\V208.H - play - Duyệt.mp4,6:00
389,F:\Thomas\V207.H - play - Duyệt.mp4,6:58
393,F:\Thomas\v212 sua lai 2.mp4,6:09
394,F:\Thomas\v213 sua lai 2.mp4,7:21
395,F:\Thomas\v214 sua lai.mp4,6:32
391,F:\Thomas\V210.H - play - Duyệt.mp4,7:08
398,F:\Thomas\v23.mp4,12:40
397,F:\Thomas\v23 sua lai.mp4,12:24
399,F:\Thomas\v235.mp4,6:20
401,F:\Thomas\v237.mp4,6:37
396,F:\Thomas\V217H - play - Duyệt.mp4,7:19
403,F:\Thomas\v244 sua lai.mp4,5:58
400,F:\Thomas\v236 sua lai.mp4,5:51
402,F:\Thomas\v24.mp4,9:50
405,F:\Thomas\v246.mp4,6:04
407,F:\Thomas\v248.mp4,5:48
410,F:\Thomas\v25.mp4,8:56
406,F:\Thomas\v247.mp4,5:53
404,F:\Thomas\v245.mp4,7:51
408,F:\Thomas\v249.mp4,5:59
409,F:\Thomas\v25 sua lai.mp4,8:49
411,F:\Thomas\v26 sua lai.mp4,10:06
412,F:\Thomas\v26.mp4,10:06
413,F:\Thomas\v269.mp4,7:07
414,F:\Thomas\v27 sua lai.mp4,8:26
417,F:\Thomas\v271 sua lai.mp4,6:02
416,F:\Thomas\v270.mp4,5:58
418,F:\Thomas\v272 sua lai 2.mp4,5:55
415,F:\Thomas\v27.mp4,8:26
419,F:\Thomas\v273.mp4,5:54
420,F:\Thomas\v28.mp4,4:45
421,F:\Thomas\V29.mp4,4:43
423,F:\Thomas\v293.mp4,5:59
424,F:\Thomas\v294.mp4,5:57
422,F:\Thomas\v292.mp4,6:35
425,F:\Thomas\v295.mp4,6:02
426,F:\Thomas\v296.mp4,5:49
427,F:\Thomas\v3.mp4,4:36
428,F:\Thomas\V30.mp4,4:29
429,F:\Thomas\v305.mp4,6:02
430,F:\Thomas\v306.mp4,5:57
431,F:\Thomas\v307.mp4,6:16
433,F:\Thomas\v309.mp4,6:16
432,F:\Thomas\v308.mp4,6:02
434,F:\Thomas\V31.mp4,3:27
435,F:\Thomas\v310.mp4,6:17
437,F:\Thomas\V32.mp4,4:25
436,F:\Thomas\V315.H - play - Duyệt.mp4,6:24
438,F:\Thomas\v33.mp4,5:29
441,F:\Thomas\v341.mp4,6:50
439,F:\Thomas\v34.mp4,4:40
440,F:\Thomas\v340.mp4,7:55
446,F:\Thomas\v38 play.mp4,5:46
442,F:\Thomas\v35 sua lai.mp4,6:06
443,F:\Thomas\v35.mp4,6:06
444,F:\Thomas\v36.mp4,5:18
445,F:\Thomas\v37.mp4,6:29
447,F:\Thomas\v39 play pm4.mp4,5:37
448,F:\Thomas\v39 sua lai.mp4,5:37
449,F:\Thomas\v4.mp4,4:19
450,F:\Thomas\V408.H.mp4,6:01
451,F:\Thomas\V409.H (sua).mp4,6:13
454,F:\Thomas\V410.mp4,7:06
453,F:\Thomas\v41.mp4,7:05
452,F:\Thomas\v41 sua lai.mp4,7:05
456,F:\Thomas\V412-new.mp4,6:25
455,F:\Thomas\V411-new.mp4,6:29
459,F:\Thomas\V415-new.mp4,6:30
457,F:\Thomas\V413-new.mp4,6:43
458,F:\Thomas\V414.mp4,7:06
460,F:\Thomas\V416-new.mp4,6:45
463,F:\Thomas\V419.H.mp4,6:03
462,F:\Thomas\V418.H.mp4,8:11
461,F:\Thomas\v417.mp4,6:37
465,F:\Thomas\V420.H.mp4,6:11
467,F:\Thomas\V422.H.mp4,6:35
466,F:\Thomas\V421.H.mp4,6:00
464,F:\Thomas\v42.mp4,5:52
468,F:\Thomas\V423.H.mp4,6:08
469,F:\Thomas\V424.H.mp4,6:38
471,F:\Thomas\V426.H.mp4,6:55
470,F:\Thomas\V425.H.mp4,6:21
472,F:\Thomas\V427.H.mp4,6:23
474,F:\Thomas\V429.H.mp4,7:19
475,F:\Thomas\v43.mp4,11:34
476,F:\Thomas\V430.H.mp4,6:00
479,F:\Thomas\V433.H.mp4,6:00
473,F:\Thomas\V428.H.mp4,6:45
478,F:\Thomas\V432.H.mp4,6:25
477,F:\Thomas\V431.H.mp4,7:05
480,F:\Thomas\V434.H (sua).mp4,6:40
481,F:\Thomas\V435.H (sua).mp4,6:39
482,F:\Thomas\V436.H.mp4,6:31
485,F:\Thomas\V439.H.mp4,8:26
483,F:\Thomas\V437.H.mp4,6:04
484,F:\Thomas\V438.H.mp4,6:13
487,F:\Thomas\V440.H.mp4,6:18
488,F:\Thomas\V441.H.mp4,6:00
486,F:\Thomas\v44.mp4,13:55
489,F:\Thomas\V442.H.mp4,6:12
491,F:\Thomas\V444.H.mp4,6:05
490,F:\Thomas\V443.H.mp4,6:04
492,F:\Thomas\V445.H.mp4,6:10
493,F:\Thomas\V446.H.mp4,6:14
494,F:\Thomas\V447.H.mp4,5:58
495,F:\Thomas\V448.H.mp4,6:31
496,F:\Thomas\V449.H.mp4,5:57
500,F:\Thomas\V451.H.mp4,6:00
499,F:\Thomas\V450.H.mp4,6:31
501,F:\Thomas\V452.H.mp4,6:35
503,F:\Thomas\V454.H.mp4,7:04
504,F:\Thomas\V455.H.mp4,6:52
505,F:\Thomas\V456.H.mp4,7:16
502,F:\Thomas\V453.H.mp4,6:02
506,F:\Thomas\V457.H.mp4,6:42
497,F:\Thomas\V45 Sửa lại.mp4,10:53
498,F:\Thomas\V45.mp4,10:53
508,F:\Thomas\V459.mp4,6:17
507,F:\Thomas\V458.mp4,5:41
509,F:\Thomas\V460.mp4,7:38
510,F:\Thomas\V461.mp4,7:00
511,F:\Thomas\V462.mp4,7:12
514,F:\Thomas\V464.mp4,6:08
512,F:\Thomas\V463-sua.mp4,7:19
513,F:\Thomas\V463.mp4,7:29
515,F:\Thomas\V465.mp4,6:53
517,F:\Thomas\V467.mp4,7:15
516,F:\Thomas\V466-sua_sua.mp4,6:55
518,F:\Thomas\V468.mp4,6:35
519,F:\Thomas\V469-sua.mp4,6:09
520,F:\Thomas\V470-sua.mp4,7:09
521,F:\Thomas\V471-sua1.mp4,6:33
522,F:\Thomas\V472-sua.mp4,6:04
523,F:\Thomas\V473-sua.mp4,6:55
525,F:\Thomas\V475.mp4,6:33
526,F:\Thomas\V476.mp4,6:57
524,F:\Thomas\V474.mp4,6:18
527,F:\Thomas\V477.mp4,6:13
528,F:\Thomas\V478.mp4,6:52
530,F:\Thomas\v48.mp4,8:23
531,F:\Thomas\V480.mp4,6:34
529,F:\Thomas\V479.mp4,8:14
532,F:\Thomas\V481.mp4,6:43
533,F:\Thomas\V482.mp4,6:36
535,F:\Thomas\V484.mp4,6:08
534,F:\Thomas\V483.mp4,6:36
536,F:\Thomas\V485-new.mp4,6:22
539,F:\Thomas\V492.mp4,6:59
537,F:\Thomas\V486.mp4,6:11
538,F:\Thomas\v49.mp4,6:09
540,F:\Thomas\V493.mp4,6:45
541,F:\Thomas\V496 - Hải chú ý giảm sáng.mp4,8:06
543,F:\Thomas\v5.mp4,4:20
542,F:\Thomas\V497.mp4,6:29
544,F:\Thomas\v50.1.mp4,9:42
547,F:\Thomas\v52.mp4,6:43
548,F:\Thomas\v53 sua lai.mp4,5:55
546,F:\Thomas\v52 sua lai.mp4,6:43
549,F:\Thomas\v53.mp4,5:55
545,F:\Thomas\v50.mp4,7:28
551,F:\Thomas\v55 sua lai intro.mp4,6:07
556,F:\Thomas\v58.mp4,4:57
552,F:\Thomas\v55.mp4,6:13
557,F:\Thomas\v59.mp4,6:06
555,F:\Thomas\v57.mp4,7:49
553,F:\Thomas\v56.mp4,7:26
554,F:\Thomas\v57 sua lai.mp4,7:49
550,F:\Thomas\v54.mp4,7:24
559,F:\Thomas\v60.mp4,7:01
558,F:\Thomas\v6 sửa lại.mp4,3:39
563,F:\Thomas\v64.mp4,6:30
564,F:\Thomas\v65.mp4,5:16
560,F:\Thomas\v61.mp4,4:30
562,F:\Thomas\v63.mp4,4:45
565,F:\Thomas\V66 SUA LAI ANH SANG.mp4,5:52
561,F:\Thomas\v62.mp4,5:51
566,F:\Thomas\v67.mp4,4:34
567,F:\Thomas\v7 sửa lại.mp4,2:55
568,F:\Thomas\v72 play.mp4,5:32
570,F:\Thomas\v74 sua lai.mp4,5:09
569,F:\Thomas\v73 play.mp4,4:16
571,F:\Thomas\v75.mp4,4:58
