path,error,duration,bit_rate,frame_rate,resolution,format,format_profile,codec,scan_type,bit_depth,chroma_subsampling,aspect_ratio,video_size_MB,audio_codec,audio_bitrate,audio_sampling_rate,channels
H:\Number\Number 1.0\Number Slime\ĐÃ UP\209BGB\209BGB.mp4,File không tồn tại,,,,,,,,,,,,,,,,
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V155\155 mini1.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\557FD\V557FD.mp4,,5 min 53 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,673 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\461GA\461GA mini1.mp4,,4 min 19 s,90.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,2.72 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\280BGC\280BGC.mp4,,3 min 56 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,452 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\91FA\91FA-1.mp4,File không tồn tại,,,,,,,,,,,,,,,,
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V128\V128.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\A\ĐÃ UP\257BHC\257BHC.mp4,,4 min 12 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,483 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\237BKC\237BKC.mp4,,3 min 39 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,419 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\189BGD\V189BGD.mp4,,3 min 21 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,384 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\695K\695K Sơn.mp4,,5 min 26 s,16.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,633 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number Slime 2.0\352GLE\352GLE.mp4,,6 min 33 s,16.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,765 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\147BGC\Satisfying ASMR  Making Rainbow Duck Bathtub by Mixing SLIME in Fishing Rainbow Eggs CLAY Coloring.mp4,,5 min 17 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,607 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\V448\H448.mp4,,6 min 7 s,50.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,2.15 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\331BGC\331BGC.mp4,,3 min 18 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,380 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\302BGG\302BGG.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\98FA\98FA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\ĐÃ UP\C405\C405.mp4,,5 min 31 s,15.9 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,629 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\176BFD\V176BFD.mp4,,4 min 2 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,464 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\277GF\277GF.mp4,,3 min 59 s,21.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,597 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number Slime 2.0\357GBE\357GBE.mp4,,5 min 10 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,601 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V169\V169.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\A\ĐÃ UP\297BGG\297BGG.mp4,,3 min 31 s,16.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,412 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\377BGG\377BGG.mp4,,4 min 32 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,524 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V2\diy tractor mini petrol pump & sugarcane truck science project  dangerous tractors rescue  HP Mini.MP4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\B\Đã up\171BFC\171BFC.mp4,,5 min 4 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,583 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\188BGC\188BGC.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\B\Đã up\20DA\20DA RN.mp4,,7 min 17 s,90.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,4.60 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\505HB\505HB.mp4,,4 min 51 s,16.0 Mb/s,100,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,557 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\741EKB\741EKB.mp4,,5 min 19 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,584 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\103BFC\103BFC.mp4,,7 min 45 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,890 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\271BGC\271BGC.mp4,,4 min 3 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,466 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number Slime 2.0\338KCE\338KCE.mp4,,5 min 25 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,626 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\433KLC\433KLC - Hiếu.mp4,,7 min 16 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,890 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\719EH\719EH.mp4,,4 min 33 s,10.8 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,352 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\85BC\85BC.mp4,,6 min 2 s,52.7 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,2.22 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\137BC\137BC.mp4,,5 min 23 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,618 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\198BHA\198BHA.mp4,,4 min 4 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,467 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\707EKC\707EKC .mp4,,6 min 23 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,780 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\V476FD\V476FD-1.mp4,,5 min 42 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,625 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V221\V221.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\105FLC\105FLC.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\187BGC\187BGC.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number Slime 2.0\354GBE\354GBE.mp4,,4 min 16 s,16.4 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,500 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\V322\F322A mini.mp4,,8 min 5 s,90.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,5.09 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\116FC\116FC.mp4,,5 min 14 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,602 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\343BGB\343BGB.mp4,,3 min 53 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,452 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\704AKC\704AKC.mp4,,5 min 29 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,671 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\35BFA\35BFA.mp4,,6 min 25 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,738 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\16DA\16DA RN.mp4,,7 min 12 s,90.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,4.55 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\308BHB\308BHB.mp4,,3 min 40 s,16.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,428 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\32BA\32BA.mp4,,6 min 34 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,755 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\426KLE\426KLE sua lai.mp4,,5 min 38 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,655 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\472GLD\472GLD.mp4,,5 min 28 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,669 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\289GLE\289GLE.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\A\ĐÃ UP\132BHC\132BHC.mp4,,7 min 9 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,822 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\229HA\229HA.mp4,,3 min 50 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,441 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\247BC\247BC.mp4,,5 min 3 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,581 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\733EGD\733EGD thoại .mp4,,4 min 38 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,567 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number B 2.0\348KCC\348KCC-Hiếu.mp4,,6 min 7 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,749 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\175GLA\175GLA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\A\ĐÃ UP\376BGD\376BGD.mp4,,4 min 49 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,555 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\245BHA\245BHA.mp4,,4 min 2 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,464 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V77\V77.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number B 2.0\377HBF\377HBF.mp4,,3 min 50 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,441 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\400KCS\400KCS.mp4,,6 min 14 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,718 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\299GLD\299GLD.mp4,,5 min 17 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,607 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number Slime 2.0\327GLE\327GLE.mp4,,7 min 59 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,926 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\V490HD\V490HD_1.mp4,,3 min 5 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,353 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 2\ĐÃ UP\V15\15 chuẩn.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\ĐÃ UP\V384D\D384D.mp4,,5 min 57 s,50.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,2.09 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\36DA\36DA.mp4,,5 min 46 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,663 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\569GC\569GC.mp4,,3 min 28 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,399 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\V362\V362.mp4,,3 min 41 s,52.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,1.34 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\V345\F345C thu âm.mp4,,5 min 6 s,51.9 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,1.85 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\357HE\357HE - 299A.mp4,,4 min 9 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,477 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\V241\241.mp4,,5 min 12 s,50.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,1.83 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\734AGB\734AGB.mp4,,5 min 20 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,585 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\158BGA\158BGA.mp4,,3 min 28 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,398 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\78FGA\78FGAs.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\B\Đã up\195BGA\195BGA.mp4,,3 min 14 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,372 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\195BFC\195BFC.mp4,,4 min 55 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,565 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\357GLA\357GLA.mp4,,6 min 40 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,767 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\447FA\447FA.mp4,,5 min 19 s,90.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,3.35 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\554HD\V554HD_1.mp4,,4 min 44 s,15.9 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,541 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\433KLC\433KLC - Hiếu (2H).mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\529HA\529HA.mp4,,4 min 2 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,443 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\206BKA\206BKA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\116FLD\V116FLD.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\ĐÃ UP\454FA\454FA mini1-1.mp4,,4 min 35 s,90.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,2.89 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\Đã up\103GC\103GC.mp4,,6 min 37 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,760 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\690GE\690GE sua lai.mp4,,4 min 24 s,16.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,514 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\161GLA\161GLA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number A 2.0\454GLD\454GLD.mp4,,6 min 35 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,806 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\724AKD\724AKD.mp4,,4 min 53 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,599 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\24BFA\24BFA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\ĐÃ UP\V337\F337C thu âm-1.mp4,,4 min 48 s,50.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,1.69 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\267BGF\267BGF.mp4,,3 min 8 s,21.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,472 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number B 2.0\374HBF\374HBF.mp4,,3 min 34 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,410 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number Slime 2.0\368GL\368GLC.mp4,,6 min 37 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,727 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\V358C\G358C-1.mp4,,4 min 31 s,52.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,1.64 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\204BGA\204BGA.mp4,,4 min 14 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,487 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\Đã up\108FC\108FC.mp4,,5 min 59 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,688 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\241BHA\241BHA.mp4,,4 min 35 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,528 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\709G\709G - Copy.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\B\Đã up\76BHC\76BHC.mp4,,5 min 37 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,646 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\746AHD\746AHD.mp4,,5 min 57 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,729 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\130BC\130BC.mp4,,8 min 5 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,929 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\28BA\28BA numberC.mp4,,5 min 57 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,685 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number B 2.0\330HB\330HBA - Thuận đã sửa.mp4,,4 min 24 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,484 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number Slime 2.0\315HCE\315HCE sua lai.mp4,,5 min 36 s,16.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,654 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\345HAD\345HAD.mp4,,4 min 4 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,467 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
