path,error,duration,bit_rate,frame_rate,resolution,format,format_profile,codec,scan_type,bit_depth,chroma_subsampling,aspect_ratio,video_size_MB,audio_codec,audio_bitrate,audio_sampling_rate,channels
H:\Number\Number 1.0\A\ĐÃ UP\210BGA\210BGA.mp4,,5 min 30 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,632 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\52FGA\52FGA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\ĐÃ UP\V350\G350D.mp4,,3 min 37 s,50.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,1.27 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\403KCE\403KCE.mp4,,5 min 49 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,674 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\383KCD\383KCD.mp4,,5 min 16 s,15.9 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,599 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\216BGC\216BGC.mp4,,3 min 34 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,411 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\545HD\V545HD.mp4,,4 min 53 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,534 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\324BHC\324BHC.mp4,,3 min 51 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,443 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\268BGF\268BGF.mp4,,3 min 40 s,20.9 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,549 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\299BHC\299BHC_1.mp4,,3 min 54 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,449 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\439HCC\439HCC-Hiếu.mp4,,6 min 14 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,764 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\V385\D385A mini1.mp4,,4 min 51 s,90.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,3.06 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\218KC\218KC.mp4,,4 min 25 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,508 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\159GLB\159GLB.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\269GLD\269GLD.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\51FGA\51FGA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\A\ĐÃ UP\121BC\121BC.mp4,,7 min 15 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,833 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V86\V86.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\221BGC\221BGC.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number A 2.0\461GLE\461GLE.mp4,,6 min 9 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,715 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\235BKD\235BKD.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\675GG\675GG.mp4,,3 min 59 s,16.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,467 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\632HC\632HC.mp4,,4 min 41 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,539 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\V415\C415 mini1.mp4,,4 min 18 s,90.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,2.72 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\179BHA\179BHA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number A 2.0\452GLD\452GLD.mp4,,5 min 52 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,718 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\721EKE\721EKE sua lai.mp4,,4 min 58 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,577 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\V451\H451.mp4,,5 min 50 s,49.9 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,2.04 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\163BC\163BC.mp4,,4 min 41 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,538 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\211BGB\211BGB.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Rainbow Number\347HC\347HC-Hiếu.mp4,,3 min 39 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,447 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\209BGA\209BGA.mp4,,4 min 14 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,486 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\V495HD\V495HD.mp4,,3 min 36 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,413 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number Slime 2.0\320KCE\320KCE.mp4,,5 min 48 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,671 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\605KC\605KC.mp4,,5 min 10 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,593 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\571HB\571HB.mp4,,5 min 52 s,15.5 Mb/s,100,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,650 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\312GB\312GB.mp4,,6 min 34 s,16.2 Mb/s,59.94,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,761 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\95FC\95FC.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\A\ĐÃ UP\332BGC\332BGC.mp4,,3 min 12 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,368 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V30\V30.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\ĐÃ UP\438FA\438FA mini1.mp4,,5 min 33 s,90.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,3.51 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\343GE\343GE - 389A.mp4,,5 min 0 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,574 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\506HD\V506HD.mp4,,4 min 53 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,559 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\378BGG\378BGG.mp4,,4 min 26 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,509 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\148GD\148GD.mp4,,4 min 57 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,569 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\55BFB\55BFB.mp4,,6 min 41 s,16.1 Mb/s,29.97,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,769 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\435HCC\435HCC-Hiếu.mp4,,5 min 3 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,617 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\306GLG\306GLG.mp4,,6 min 26 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,740 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number B 2.0\352KCF\352KCF.mp4,,5 min 35 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,641 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\332GE\332GE - 376A.mp4,,5 min 18 s,15.8 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,600 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\92BC\92BC.mp4,,6 min 25 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,738 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\541GA\541GA.mp4,,4 min 21 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,502 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\703EH\703EH.mp4,,5 min 48 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,668 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\119FD\V119FD_1.mp4,,5 min 2 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,580 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\708AKA\708AKA Hào.mp4,,5 min 3 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,554 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\356HE\356HE - 366A.mp4,,5 min 23 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,617 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V250\V250.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\612HD\612HD.mp4,,5 min 11 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,597 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\99FLC\99FLC.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Rainbow Number\323KB\323KB.mp4,,4 min 40 s,16.2 Mb/s,59.94,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,542 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\526HD\V526HD.mp4,,4 min 45 s,15.9 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,540 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\322KB\322KB.mp4,,5 min 52 s,16.1 Mb/s,59.94,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,677 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\134LA\134LA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\674GD\674GD.mp4,,5 min 28 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,627 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\362KLC\362KLC.mp4,,5 min 21 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,616 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\V404\C404C (HV).mp4,,4 min 26 s,52.4 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,1.63 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\744AHF\744AHF.mp4,,4 min 42 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,541 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V181\V181.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\Number Slime\ĐÃ UP\196BHB\196BHB.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\604KA\604KA.mp4,,5 min 10 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,595 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\394GF\394GF - 339A.mp4,,2 min 53 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,333 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\37FGA\37FGA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Rainbow Number\319HB\319HB.mp4,,3 min 52 s,16.1 Mb/s,59.94,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,446 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\226BFC\226BFC.mp4,,4 min 10 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,480 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\397HCE\397HCE.mp4,,6 min 0 s,16.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,700 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\530DD\V530DD.mp4,,6 min 26 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,738 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\220BHA\220BHA.mp4,,2 min 49 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,325 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\469GLE\469GLE.mp4,,6 min 20 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,735 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\kids\V58\V58.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\B\Đã up\123FA\123FA.mp4,,9 min 42 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,1.09 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\V346\E346C thu âm.mp4,,4 min 30 s,51.7 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,1.63 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\01DC RM\Rainbow Eggs CLAY Digging Pinkfong in Pine Tree with Mixing SLIME Coloring! Satisfying ASMR Videos.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\ĐÃ UP\468HA\468HA mini1.mp4,,5 min 46 s,90.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,3.64 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\D\DA UP\4\Making Rainbow Fish Bathtub by Mix SLIME in Cocomelon IceCream CLAY Coloring! Satisfying ASMR Videos.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Rainbow Number\345KC\345KC-Hiếu.mp4,,6 min 24 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,781 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\A\ĐÃ UP\164BHC\164BHC.mp4,,6 min 4 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,697 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number B 2.0\333HBE\333HBE.mp4,,3 min 58 s,16.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,464 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 2\ĐÃ UP\V90\V90 mini2.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\B\Đã up\303HLG\303HLG.mp4,,4 min 38 s,16.5 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,546 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number Slime 2.0\326KBE\326GBE.mp4,,4 min 53 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,567 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\254BKD\254BKD.mp4,,3 min 56 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,453 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number A 2.0\471GLD\471GLD.mp4,,6 min 52 s,17.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,840 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V31\V31.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number B 2.0\336GB\336GBA Hào.mp4,,4 min 4 s,16.1 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,467 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 2\ĐÃ UP\V13\13 xong.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\630GB\630GB.mp4,,4 min 0 s,16.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,469 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\308HE\308HE - 323A sua lai.mp4,,3 min 47 s,21.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,570 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Rainbow Number\361HE\361HE - 395A.mp4,,3 min 20 s,15.7 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,376 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\ĐÃ UP\472HA\472HA mini1.mp4,,4 min 36 s,90.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,2.91 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 2\ĐÃ UP\ĐÃ DÙNG - Kênh Tractor TV\ĐÃ DÙNG\V180\180 mini 1.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Rainbow Number\326KE\326KE - 381A.mp4,,5 min 57 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,683 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\B\Đã up\82BHA\82BHA.mp4,,5 min 30 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,632 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\590HA\590HA.mp4,,5 min 22 s,15.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,589 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\50FGA\50FGA.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number A 2.0\422BHE\422BHE.mp4,,5 min 11 s,16.2 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,602 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
H:\Number\Number 1.0\Number Slime\ĐÃ UP\3DA\Mixing Rainbow Bird Bathtub by Mixing SLIME with Finding Snail CLAY Coloring! Satisfying ASMR Videos.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number A 2.0\425KLE\425KLE.mp4,,6 min 19 s,16.3 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,737 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V315\G315C thu âm.mp4,File không tồn tại,,,,,,,,,,,,,,,,
I:\SEO 2\SEO - TRACTOR 2\ĐÃ UP\V124\B124A mini2.mp4,File không tồn tại,,,,,,,,,,,,,,,,
H:\Number\Number 1.0\A\ĐÃ UP\212BGC\212BGC.mp4,,4 min 39 s,16.0 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,533 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 1\ĐÃ UP\V194\V194.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\Tuần mới\ĐÃ UP\576HB\576HB_mp4.mp4,,5 min 4 s,15.9 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,579 MiB,mp4a-40-2,317 kb/s,48.0 kHz,2
I:\SEO 2\SEO - TRACTOR 2\ĐÃ UP\ĐÃ DÙNG - Kênh Tractor TV\ĐÃ DÙNG\B35A\v35.mp4,File không tồn tại,,,,,,,,,,,,,,,,
I:\SEO 2\SEO - TRACTOR 2\ĐÃ UP\ĐÃ DÙNG - Kênh Tractor TV\ĐÃ DÙNG\V179\V179.mp4,File không tồn tại,,,,,,,,,,,,,,,,
E:\HP Mini (Tractor 1)\ĐÃ UP\477FD\477FD_1.mp4,,5 min 2 s,49.9 Mb/s,60,1920x1080,MPEG-4,Base Media / Version 2,avc1,Progressive,8 bits,04:02:00,1.778,1.76 GiB,mp4a-40-2,317 kb/s,48.0 kHz,2
